DAG,Datahub_Composer,OtherNotes
GCS_to_BQ_fcty_svcrqst_servreq_item_reason_load_app,c1,Supported; Aaditya
GCS_to_BQ_fcty_svcrqst_servreq_reason_load_app,c1,Supported; Aaditya
GCS_to_BQ_fcty_svcrqst_servreq_contract_load_app,c1,Supported; Aaditya
GCS_to_BQ_fcty_svcrqst_servreq_header_status_load_app,c1,Supported; Aaditya
GCS_to_BQ_fcty_svcrqst_servreq_promo_redemp_load_app,c1,Supported; Aaditya
GCS_to_BQ_fcty_svcrqst_servreq_service_package_load_app,c1,Supported; Aaditya
GCS_to_BQ_fcty_svcrqst_servreq_subscn_stat_load_app,c1,Supported; Aaditya
GCS_to_BQ_fcty_svcrqst_servreq_subscriber_equip_load_app,c1,Supported; Aaditya
GCS_to_BQ_fcty_svcrqst_servreq_t2t_load_app,c1,Supported; Aaditya
BQ_to_BQ_fcty_ent_idnty_uuid_ban_mapping_flat_load_app,,Supported
GCS_to_BQ_fcty_mdm_ff_adt_hh_prod_instnc_load_app,c2,Critical
GCS_to_BQ_fcty_mdm_ff_party_rle_alt_id_load_app,c2,Critical
GCS_to_BQ_fcty_mdm_ff_pricestomdmhh_prodinstnc_load_app,c2,Critical
GCS_to_BQ_fcty_mdm_ff_party_acct_hh_reg_load_app,c2,Critical
BQ_to_BQ_fcty_sas_css_ref_release_code_load_app,,Supported
BQ_to_BQ_fcty_custprofl_wls_subscr_canc_load_app,,Critical
GCS_to_BQ_fcty_ecpcs_call_detail_load_app,,Critical
GCS_to_BQ_fcty_ecpcs_event_detail_load_app,,Critical
GCS_to_BQ_fcty_ecpcs_event_type_reason_code_load_app,,Critical
GCS_to_BQ_fcty_ecpcs_reason_category_load_app,,Critical
GCS_to_BQ_fcty_ecpcs_reason_code_sub_type_load_app,,Critical
GCS_to_BQ_fcty_custods_billing_account_ext_load_app,,Critical
GCS_to_BQ_fcty_custods_billing_account_xref_load_app,,Critical
GCS_to_BQ_fcty_custods_charge_event_distribution_load_app,,Critical
GCS_to_BQ_fcty_custods_customer_marketing_profile_load_app,,Critical
GCS_to_BQ_fcty_custods_cust_bacct_asgnmt_load_app,,Critical
GCS_to_BQ_fcty_custods_cust_prod_instnc_asgnmt_load_app,,Critical
GCS_to_BQ_fcty_custods_service_instance_reln_load_app,,Critical
GCS_to_BQ_fcty_custods_billing_arrangement_load_app,,Critical
GCS_to_BQ_fcty_custods_pay_channel_load_app,,Critical
GCS_to_BQ_fcty_kb_charge_info_load_app,,Critical
GCS_to_BQ_fcty_kb_combo_discount_rules_load_app,,Critical
GCS_to_BQ_fcty_kb_generic_codes_load_app,,Critical
GCS_to_BQ_fcty_kb_number_group_load_app,,Critical
GCS_to_BQ_fcty_kb_product_load_app,,Critical
GCS_to_BQ_fcty_kb_soc_gp_dsc_load_app,,Critical
GCS_to_BQ_fcty_kb_soc_group_load_app,,Critical
GCS_to_BQ_fcty_kb_combo_discount_rules_promo_load_app,,Critical
GCS_to_BQ_fcty_kb_domestic_roaming_bids_load_app,,Critical
GCS_to_BQ_fcty_smhs_adt_customer_load_app,,Critical
GCS_to_BQ_fcty_smhs_adt_contract_rl_mdm_load_app,,Critical
GCS_to_BQ_fcty_rts_equipment_tracking_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_billing_account_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_account_segment_type_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_contact_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_contract_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_bundle_category_association_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_bundle_fee_table_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_bundle_profile_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_enum_list_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_priceplan_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_spid_list_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_subscriber_contract_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_subscriber_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_subscribersubscriptionhist_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_acn_sbi_billingacct_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_activity_reason_xref_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_adjustmenttype_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_billcycle_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_billingcategory_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_bucketprovision_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_calldetail_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_creditcardtoken_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_glcodemapping_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_invoice_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_invoicetaxcomponents_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_paymentgatewayer1335_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_topupschedule_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_usagetype_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_xtaxauthority_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_xtransaction_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_ff_balance_snapshot_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_ff_bucket_data_home_load_app,c1,Supported
GCS_to_BQ_fcty_redknee_ff_subscription_profile_bean_home_load_app,c1,Supported
GCS_to_BQ_fcty_crdb_client_account_segment_load_app,c1,Critical
GCS_to_BQ_fcty_crdb_contact_address_changes_load_app,c1,Critical
GCS_to_BQ_fcty_crdb_client_account_changes_load_app,c1,Critical
GCS_to_BQ_fcty_crdb_subscription_changes_load_app,c1,Critical
GCS_to_BQ_fcty_crdb_address_changes_load_app,c1,Critical
GCS_to_BQ_fcty_crdb_ech_fsi_code_xref_load_app,c1,Critical
GCS_to_BQ_fcty_crdb_status_type_load_app,c1,Critical
GCS_to_BQ_fcty_crdb_billing_cycle_load_app,c1,Critical
GCS_to_BQ_fcty_crdb_client_state_reason_load_app,c1,Critical
GCS_to_BQ_fcty_billods_bill_charge_detail_ebs_load_app,,Critical
GCS_to_BQ_fcty_billods_bill_document_load_app,,Critical
GCS_to_BQ_fcty_billods_bill_recurring_charge_dtl_load_app,,Critical
GCS_to_BQ_fcty_billods_bill_service_instance_load_app,,Critical
GCS_to_BQ_fcty_ericsson5gsacore_consumer_amfmme_pm_load_app,b3,Supported; Every 15mins
GCS_to_BQ_fcty_ericsson5gsacore_consumer_nrf_pm_load_app,b3,Supported; Every 15mins
GCS_to_BQ_fcty_ericsson5gsacore_consumer_nssf_pm_load_app,b3,Supported; Every 15mins
GCS_to_BQ_fcty_ericsson5gsacore_consumer_smfspgwc_pm_load_app,b3,Supported; Every 15mins
GCS_to_BQ_fcty_ericsson5gsacore_consumer_upfspgwu_pm_load_app,b3,Supported; Every 15mins
SFTP_to_GCS_norton_load_app,c1,Supported
GCS_to_BQ_fcty_valueaddprdmgmt_mongo_db_load_app,c1,Supported
GCS_to_BQ_fcty_norton_lifelock_load_app,c1,Supported
BQ_to_BQ_fcty_ent_norton_subscn_tos_load_app,c1,Supported
GCS_to_BQ_fcty_netcracker_rdb_characteristic_invs_load_app,c1,Critical
fGCS_to_BQ_fcty_usgods_messaging_data_detail_load_app,c1,Critical
GCS_to_BQ_fcty_netcracker_markets_load_app,c1,Critical
GCS_to_BQ_fcty_netcracker_oms_gpon_oa_load_app,c1,Critical
GCS_to_BQ_fcty_netcracker_commitment_products_load_app,c1,Critical
GCS_to_BQ_fcty_netcracker_nc_object_types_load_app,c1,Critical
GCS_to_BQ_fcty_netcracker_rdb_distribution_channel_load_app,c1,Critical
GCS_to_BQ_fcty_netcracker_rdb_price_components_load_app,c1,Critical
GCS_to_BQ_fcty_netcracker_rdb_prices_load_app,c1,Critical
GCS_to_BQ_fcty_netcracker_markets_geo_entities_load_app,c1,Critical
GCS_to_BQ_fcty_netcracker_market_geo_map_tbl_load_app,c1,Critical
GCS_to_BQ_fcty_permit_xobj_load_app,c2,Supported
GCS_to_BQ_fcty_p3bill_airtime_summary_load_app,,Critical
GCS_to_BQ_fcty_p3bill_charge_credit_detail_load_app,,Critical
GCS_to_BQ_fcty_p3bill_client_account_structure_load_app,,Critical
GCS_to_BQ_fcty_p3bill_detail_mobile_call_load_app,,Critical
GCS_to_BQ_fcty_p3bill_group_summary_detail_load_app,,Critical
GCS_to_BQ_fcty_p3bill_invoice_load_app,,Critical
GCS_to_BQ_fcty_p3bill_invoice_client_load_app,,Critical
GCS_to_BQ_fcty_p3bill_invoice_service_pkg_feat_load_app,,Critical
GCS_to_BQ_fcty_p3bill_minute_pooling_summary_load_app,,Critical
GCS_to_BQ_fcty_p3bill_payment_adjustment_detail_load_app,,Critical
GCS_to_BQ_fcty_p3bill_reward_balance_summary_load_app,,Critical
GCS_to_BQ_fcty_p3bill_savings_detail_load_app,,Critical
GCS_to_BQ_fcty_p3bill_savings_type_load_app,,Critical
GCS_to_BQ_fcty_p3bill_service_plan_load_app,,Critical
GCS_to_BQ_fcty_p3bill_summary_call_usage_load_app,,Critical
GCS_to_BQ_fcty_p3bill_summary_column_type_load_app,,Critical
GCS_to_BQ_fcty_p3bill_summary_group_type_load_app,,Critical
GCS_to_BQ_fcty_p3bill_summary_row_type_load_app,,Critical
GCS_to_BQ_fcty_p3bill_summary_usage_style_load_app,,Critical
GCS_to_BQ_fcty_p3bill_usage_discount_load_app,,Critical
GCS_to_BQ_fcty_p3bill_usage_shr_summary_load_app,,Critical
GCS_to_BQ_fcty_p3bill_wls_pend_bill_acct_load_app,,Critical
BQ_to_BQ_fcty_ent_billing_wls_pi_inv_sum_load_app,,Critical
BQ_to_BQ_fcty_ent_ookla_fixed_network_load_app,c2,Supported
BQ_to_BQ_fcty_ent_ookla_mobile_network_load_app,c2,Supported
BQ_to_BQ_fcty_ent_ookla_sensitive_data_load_app,c2,Supported
GCS_to_BQ_fcty_stg_ookla_fixed_network_load_app,c2,Supported
GCS_to_BQ_fcty_stg_ookla_mobile_network_load_app,c2,Supported
GCS_to_BQ_fcty_stg_ookla_sensitive_data_load_app,c2,Supported
ookla_to_gcs_ookla_fixed_network_performance_load_app,c2,Supported
ookla_to_gcs_ookla_mobile_network_performance_load_app,c2,Supported
ookla_to_gcs_ookla_sensitive_data_load_app,c2,Supported
GCS_to_BQ_fcty_sems_mktg_promotion_criteria_load_app,c1,Critical
GCS_to_BQ_fcty_sems_mktg_promotion_load_app,c1,Critical
GCS_to_BQ_fcty_sems_mktg_promotion_pgm_assn_load_app,c1,Critical
GCS_to_BQ_fcty_sems_mktg_promotion_program_load_app,c1,Critical
GCS_to_BQ_fcty_sems_offer_elig_crit_val_load_app,c1,Critical
GCS_to_BQ_fcty_sems_program_load_app,c1,Critical
GCS_to_BQ_fcty_sems_rm_participant_load_app,c1,Critical
GCS_to_BQ_fcty_sems_analog_equip_load_app,c1,Critical
GCS_to_BQ_fcty_sems_bus_partner_group_load_app,c1,Critical
GCS_to_BQ_fcty_sems_bus_partner_status_group_load_app,c1,Critical
GCS_to_BQ_fcty_sems_cdpd_equip_load_app,c1,Critical
GCS_to_BQ_fcty_sems_channel_org_analog_equip_load_app,c1,Critical
GCS_to_BQ_fcty_sems_channel_org_cdpd_equip_load_app,c1,Critical
GCS_to_BQ_fcty_sems_channel_org_iden_equip_load_app,c1,Critical
GCS_to_BQ_fcty_sems_channel_org_paging_equip_load_app,c1,Critical
GCS_to_BQ_fcty_sems_channel_org_usim_load_app,c1,Critical
GCS_to_BQ_fcty_sems_chnl_mgmt_outlet_assoc_load_app,c1,Critical
GCS_to_BQ_fcty_sems_external_system_load_app,c1,Critical
GCS_to_BQ_fcty_sems_job_func_type_load_app,c1,Critical
GCS_to_BQ_fcty_sems_paging_equip_load_app,c1,Critical
GCS_to_BQ_fcty_sems_product_family_group_load_app,c1,Critical
GCS_to_BQ_fcty_sems_sim_channel_load_app,c1,Critical
GCS_to_BQ_fcty_sems_uim_load_app,c1,Critical
GCS_to_BQ_fcty_sems_uim_pcs_load_app,c1,Critical
GCS_to_BQ_fcty_sems_channel_organization_load_app,c1,Critical
GCS_to_BQ_fcty_sems_outlet_load_app,c1,Critical
GCS_to_BQ_fcty_sems_equip_status_code_load_app,c1,Critical
GCS_to_BQ_fcty_sems_equip_status_code_desc_load_app,c1,Critical
GCS_to_BQ_fcty_sems_product_group_type_load_app,c1,Critical
GCS_to_BQ_fcty_sems_manufacturer_load_app,c1,Critical
GCS_to_BQ_fcty_sems_product_type_load_app,c1,Critical
GCS_to_BQ_fcty_sems_channel_organization_level_load_app,c1,Critical
GCS_to_BQ_fcty_sems_product_load_app,c1,Critical
GCS_to_BQ_fcty_sems_product_technology_type_load_app,c1,Critical
BQ_to_BQ_fcty_ent_clickstream_grs_event_load_app,c2,Critical
BQ_to_BQ_fcty_ent_clickstream_grs_koodo_mobile_web_event_load_app,c2,Critical
BQ_to_BQ_fcty_ent_clickstream_grs_my_telus_app_event_load_app,c2,Critical
BQ_to_BQ_fcty_ent_clickstream_grs_public_mobile_web_event_load_app,c2,Critical
BQ_to_BQ_fcty_ent_clickstream_grs_telus_casa_event_load_app,c2,Critical
BQ_to_BQ_fcty_ent_clickstream_grs_telus_tv_app_event_load_app,c2,Critical
BQ_to_BQ_fcty_ent_clickstream_grs_telus_web_event_load_app,c2,Critical
BQ_to_BQ_fcty_wrk_clickstream_grs_event_wrk_load_app,c2,Critical
GCS_to_BQ_fcty_stg_clickstream_grs_browser_load_app,c2,Critical
GCS_to_BQ_fcty_stg_clickstream_grs_browser_type_load_app,c2,Critical
GCS_to_BQ_fcty_stg_clickstream_grs_color_depth_load_app,c2,Critical
GCS_to_BQ_fcty_stg_clickstream_grs_connection_type_load_app,c2,Critical
GCS_to_BQ_fcty_stg_clickstream_grs_country_load_app,c2,Critical
GCS_to_BQ_fcty_stg_clickstream_grs_event_load_app,c2,Critical
GCS_to_BQ_fcty_stg_clickstream_grs_javascript_version_load_app,c2,Critical
GCS_to_BQ_fcty_stg_clickstream_grs_languages_load_app,c2,Critical
GCS_to_BQ_fcty_stg_clickstream_grs_operating_systems_load_app,c2,Critical
GCS_to_BQ_fcty_stg_clickstream_grs_plugins_load_app,c2,Critical
GCS_to_BQ_fcty_stg_clickstream_grs_referrer_type_load_app,c2,Critical
GCS_to_BQ_fcty_stg_clickstream_grs_resolution_load_app,c2,Critical
GCS_to_BQ_fcty_stg_clickstream_grs_search_engines_load_app,c2,Critical
S3_to_GCS_igt_grs_clickstream_load_app,c2,Critical
Trigger_GCS_grs_clickstream_ingestion_app,c2,Critical
CloudSQL_to_BQ_fcty_cpms_bus_partner_attribute_load_app,c1,Supported
CloudSQL_to_BQ_fcty_cpms_bus_partner_status_type_load_app,c1,Supported
CloudSQL_to_BQ_fcty_cpms_bus_partner_status_history_load_app,c1,Supported
CloudSQL_to_BQ_fcty_cpms_bus_relationship_load_app,c1,Supported
CloudSQL_to_BQ_fcty_cpms_channel_management_org_load_app,c1,Supported
CloudSQL_to_BQ_fcty_cpms_chnl_mgmt_chnl_org_assoc_load_app,c1,Supported
CloudSQL_to_BQ_fcty_cpms_contact_group_load_app,c1,Supported
CloudSQL_to_BQ_fcty_cpms_contact_reason_load_app,c1,Supported
CloudSQL_to_BQ_fcty_cpms_job_title_load_app,c1,Supported
CloudSQL_to_BQ_fcty_cpms_key_type_load_app,c1,Supported
CloudSQL_to_BQ_fcty_cpms_sales_rep_attribute_load_app,c1,Supported
CloudSQL_to_BQ_fcty_cpms_sales_representative_load_app,c1,Supported
CloudSQL_to_BQ_fcty_cpms_outlet_sales_type_load_app,c1,Supported
CloudSQL_to_BQ_fcty_cpms_language_load_app,c1,Supported
CloudSQL_to_BQ_fcty_cpms_municipality_type_load_app,c1,Supported
CloudSQL_to_BQ_fcty_cpms_channel_organization_type_load_app,c1,Supported
CloudSQL_to_BQ_fcty_cpms_outlet_type_load_app,c1,Supported
GCS_to_BQ_fcty_iot_ff_acct_snapshot_jas_load_app,c2,Critical
GCS_to_BQ_fcty_iot_ff_comm_plan_snapshot_jas_load_app,c2,Critical
GCS_to_BQ_fcty_iot_ff_imsi_snapshot_jas_load_app,c2,Critical
GCS_to_BQ_fcty_iot_ff_rate_plan_snapshot_jas_load_app,c2,Critical
GCS_to_BQ_fcty_iot_ff_subscription_charges_jas_load_app,c2,Critical
GCS_to_BQ_fcty_iot_ff_subs_snapshot_jas_load_app,c2,Critical
GCS_to_BQ_fcty_iot_ff_portfolio_snapshot_eseye_load_app,c2,Critical
BQ_to_BQ_fcty_mdm_party_load_app,c2,Critical
BQ_to_BQ_fcty_mdm_party_rle_load_app,c2,Critical
BQ_to_BQ_fcty_mdm_party_grp_load_app,c2,Critical
BQ_to_BQ_fcty_mdm_party_grp_rel_load_app,c2,Critical
BQ_to_BQ_fcty_mdm_acct_load_app,c2,Critical
BQ_to_BQ_fcty_custprofl_billing_account_reln_dim_load_app,c2,Critical
GCS_to_GCS_aam_aam_to_koodo_integration_file_move_app,,Critical
GCS_to_BQ_fcty_tmpg_pymt_card_rspns_hist_load_app,b3,Supported
GCS_to_BQ_fcty_tmpg_pymt_trans_hist_load_app,b3,Supported
GCS_to_BQ_fcty_tmpg_pymt_trans_rsn_load_app,b3,Supported
GCS_to_BQ_fcty_tmpg_pymt_trans_rsn_hist_xref_load_app,b3,Supported
GCS_to_BQ_fcty_tmpg_pymt_trans_typ_load_app,b3,Supported
GCS_to_BQ_fcty_tmpg_appcat_load_app,b3,Supported
GCS_to_BQ_fcty_busws_ff_bi_srvc_offer_mrc_classn_load_app,,Supported
GCS_to_BQ_fcty_busws_ff_bi_hs_pp_grading_load_app,,Supported
GCS_to_BQ_fcty_fwds_work_order_action_rule_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_date_time_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_routing_target_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_strategy_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_business_dim_1_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_business_line_dim_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_omni_dim_5_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_genx_dim_1_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_genx_dim_2_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_activity_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_application_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_call_disposition_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_call_type_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_entry_point_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_exit_point_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_geo_location_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_input_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_input_outcome_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_language_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_message_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_milestone_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_user_input_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_callback_dim_4_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_omni_irf_3_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_irf_custom_data_1_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_genx_irf_custdata_1_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_genx_irf_pci_1_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_genx_irf_route_1_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_activities_fact_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_bots_fact_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_session_fact_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_user_inputs_fact_load_app,b2,Supported
GCS_to_BQ_fcty_genesys_sdr_user_milestone_fact_load_app,b2,Supported
BQ_to_BQ_fcty_genesys_irf_custom_data_1_load_app,b2,Supported
BQ_to_BQ_fcty_genesys_genx_irf_custdata_1_load_app,b2,Supported
BQ_to_BQ_fcty_genesys_genx_irf_pci_1_load_app,b2,Supported
BQ_to_BQ_fcty_genesys_genx_irf_route_1_load_app,b2,Supported
BQ_to_BQ_fcty_genesys_sdr_activities_fact_load_app,b2,Supported
BQ_to_BQ_fcty_genesys_sdr_bots_fact_load_app,b2,Supported
BQ_to_BQ_fcty_genesys_sdr_session_fact_load_app,b2,Supported
BQ_to_BQ_fcty_genesys_sdr_user_inputs_fact_load_app,b2,Supported
BQ_to_BQ_fcty_genesys_sdr_user_milestone_fact_load_app,b2,Supported
GCS_to_BQ_fcty_tq_account_manager_load_app,b2,Critical
GCS_to_BQ_fcty_tq_billing_account_load_app,b2,Critical
BQ_to_BQ_fcty_wrk_tq_billing_account_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_tq_account_manager_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_tq_account_product_load_app,b2,Supported
BQ_to_BQ_fcty_wrk_tq_customer_load_app,b2,Supported
GCS_to_BQ_fcty_avalon_message_audit_load_app,b3,Supported
GCS_to_BQ_fcty_avalon_terminal_load_app,b3,Supported
GCS_to_BQ_fcty_avalon_terminal_status_load_app,b3,Supported
GCS_to_GCS_igt_avalon_file_load_app,b3,Supported
GCS_to_BQ_fcty_tcm_ff_cprofl_identification_load_app,b2,Supported
GCS_to_BQ_fcty_tcm_ff_credit_profile_load_app,b2,Supported
GCS_to_BQ_fcty_iccp_oms_agnt_revenue_load_app,b2,Supported
GCS_to_BQ_fcty_cmdb_application_id_load_app,b3,Critical
GCS_to_BQ_fcty_refpds_generic_xref_load_app,b1,Supported
GCS_to_BQ_fcty_central_repo_gis_hspa_bll_load_app,b1,Supported
GCS_to_BQ_fcty_central_repo_gis_hspa_lcid_tls_load_app,b1,Supported
GCS_to_BQ_fcty_central_repo_gis_hspa_ssk_load_app,b1,Supported
GCS_to_BQ_fcty_central_repo_gis_hspa_tls_load_app,b1,Supported
GCS_to_BQ_fcty_central_repo_gis_lte_bll_load_app,b1,Supported
GCS_to_BQ_fcty_central_repo_gis_lte_ssk_load_app,b1,Supported
GCS_to_BQ_fcty_central_repo_gis_lte_tls_load_app,b1,Supported
GCS_to_BQ_fcty_central_repo_gis_nr_bll_load_app,b1,Supported
GCS_to_BQ_fcty_central_repo_gis_nr_ssk_load_app,b1,Supported
GCS_to_BQ_fcty_central_repo_gis_nr_tls_load_app,b1,Supported
GCS_to_BQ_fcty_central_repo_tac_load_app,b1,Supported
GCS_to_BQ_fcty_central_repo_t_ref_mcc_mnc_telus_load_app,b1,Supported
GCS_to_BQ_fcty_central_repo_t_ref_msc_switch_telus_load_app,b1,Supported
BQ_to_BQ_fcty_ent_usage_wls_gisxff_cell_ref_load_app,b1,Supported
BQ_to_BQ_fcty_ent_usage_wls_mccmnc_ref_load_app,b1,Supported
BQ_to_BQ_fcty_ent_usage_wls_msc_ref_load_app,b1,Supported
BQ_to_BQ_fcty_ent_usage_wls_tac_cd_ref_load_app,b1,Supported
BQ_to_BQ_fcty_actvn_billing_arrangement_cust_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_pay_channel_cust_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_equipment_dist_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_sales_representative_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_billing_account_kb_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_servreq_transaction_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_channel_organization_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_outlet_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_subscription_crdb_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_service_agreement_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_nc_oms_order_action_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_fifa_commitment_product_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_fifa_offering_charstc_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_nc_fifa_discount_items_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_nc_fifa_sales_order_chnl_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_segment_group_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_ech_fsi_code_xref_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_equip_status_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_fifa_prod_calc_price_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_fifa_product_offer_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_government_segment_type_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_municipality_type_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_prod_instnc_seg_range_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_revenue_band_type_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_sales_region_seg_type_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_segment_minor_group_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_segment_type_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_team_member_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_ilec_segment_type_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_bi_srvc_offer_mrc_classn_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_activity_reason_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_chnl_org_type_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_equip_chnl_org_reln_type_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_outlet_sales_type_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_outlet_type_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_prod_equip_category_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_prod_equip_classification_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_prod_equip_group_type_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_prod_equip_type_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_rate_area_centre_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_sales_rep_alias_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_sales_representative_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_service_coll_type_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_service_package_grp_dim_load_app,b2,Critical
BQ_to_BQ_fcty_ent_actvn_outlet_alias_dim_load_app,b2,Critical
BQ_to_BQ_fcty_ent_actvn_rate_area_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_iot_price_plan_dim_load_app,b2,Critical
BQ_to_BQ_fcty_actvn_prod_equip_manufacturer_dim_load_app,b2,Critical
BQ_to_BQ_fcty_ent_enm_adaptive_load_app,b3,Supported; Every 15mins
BQ_to_BQ_fcty_ent_enm_ethernet_load_app,b3,Supported; Every 15mins
BQ_to_BQ_fcty_ent_enm_radiolink_load_app,b3,Supported; Every 15mins
GCS_to_BQ_fcty_enm_adaptive_load_app,b3,Supported; Every 15mins
GCS_to_BQ_fcty_enm_ethernet_load_app,b3,Supported; Every 15mins
GCS_to_BQ_fcty_enm_radiolink_load_app,b3,Supported; Every 15mins
